formula,temperature(K),sum_Atomic_Number,sum_Atomic_Weight,sum_Mendeleev_Number,sum_l_quantum_number,sum_Atomic_Radius,sum_Covalent_Radius,sum_Pauling_Electronegativity,sum_number_of_valence_electrons,sum_1st_ionization_potential_(kJ/mol),sum_Melting_point_(K),sum_Boiling_Point_(K),sum_Density_(g/mL),sum_specific_heat_(J/g_K)_,sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_thermal_conductivity_(W/(m_K))_,sum_SpaceGroupNumber,seebeck_coefficient,Thermal_conductivity,electrical_conductivity(S/m)
TmCuTe2,363,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,83.0,1.5,86200.0
TmCuTe2,410,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,91.0,1.39,75267.0
TmCuTe2,457,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,103.0,1.32,66864.0
TmCuTe2,503,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,110.0,1.18,57326.0
TmCuTe2,600,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,128.0,1.16,44182.0
TmCuTe2,550,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,123.0,1.06,48859.0
TmCuTe2,818,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,180.0,0.69,19177.0
TmCuTe2,720,202.0,487.68021,281.0,7.0,6.13,5.64,7.35,26.0,3080.0,4619.6,7589.2,30.76,0.94,64.87,596.4,422.5,723.0,175.0,0.71,23731.0
Ag8GeTe6,329,720.0,1701.1556,1139.0,7.0,21.83,21.56,30.05,128.0,11824.0,15437.65,30562.05,126.76,3.4,232.28,2650.84,3506.0,2937.0,519.0,0.25,95.0
Ag8GeTe6,413,720.0,1701.1556,1139.0,7.0,21.83,21.56,30.05,128.0,11824.0,15437.65,30562.05,126.76,3.4,232.28,2650.84,3506.0,2937.0,467.0,0.27,275.0
Ag8GeTe6,509,720.0,1701.1556,1139.0,7.0,21.83,21.56,30.05,128.0,11824.0,15437.65,30562.05,126.76,3.4,232.28,2650.84,3506.0,2937.0,366.0,0.28,776.0
Ag8GeTe6,607,720.0,1701.1556,1139.0,7.0,21.83,21.56,30.05,128.0,11824.0,15437.65,30562.05,126.76,3.4,232.28,2650.84,3506.0,2937.0,324.0,0.31,1760.0
Ag8GeTe6,703,720.0,1701.1556,1139.0,7.0,21.83,21.56,30.05,128.0,11824.0,15437.65,30562.05,126.76,3.4,232.28,2650.84,3506.0,2937.0,278.0,0.34,3000.0
YbSi2,522,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-37.0,10.4,620500.0
YbSi2,475,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-40.0,9.93,641000.0
YbSi2,426,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-44.0,9.5,671200.0
YbSi2,377,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-46.0,9.15,700000.0
YbSi2,330,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-51.0,8.76,730100.0
YbSi2,300,98.0,229.211,195.0,5.0,4.44,3.78,4.9,11.0,2177.0,4458.45,6725.45,11.63,1.57,108.76,897.34,330.9,679.0,-53.0,8.6,747000.0
Sr0.11Ba0.18Co4Sb12.09,300,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-96.0,4.64,401852.0
Sr0.11Ba0.18Co4Sb12.09,350,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-105.0,4.45,367593.0
Sr0.11Ba0.18Co4Sb12.09,400,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-115.0,4.25,334722.0
Sr0.11Ba0.18Co4Sb12.09,450,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-123.0,4.16,309722.0
Sr0.11Ba0.18Co4Sb12.09,500,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-130.0,4.06,288636.0
Sr0.11Ba0.18Co4Sb12.09,550,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-137.0,4.0,271364.0
Sr0.11Ba0.18Co4Sb12.09,600,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-144.0,3.93,256018.0
Sr0.11Ba0.18Co4Sb12.09,650,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-149.0,3.9,242593.0
Sr0.11Ba0.18Co4Sb12.09,700,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-154.0,3.87,231818.0
Sr0.11Ba0.18Co4Sb12.09,750,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-158.0,3.9,222273.0
Sr0.11Ba0.18Co4Sb12.09,800,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-161.0,3.93,213636.0
Sr0.11Ba0.18Co4Sb12.09,850,738.85,1742.16826,1262.15,20.09,22.856,22.2918,32.5692,97.03,13273.99,18298.077,39977.137,117.3915,4.28862,307.2963,2480.0226,700.982,2848.91,-166.0,3.97,206818.0
Sr0.16Yb0.03Co4Sb11.82,300,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-116.0,4.05,296818.0
Sr0.16Yb0.03Co4Sb11.82,350,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-126.0,3.9,273182.0
Sr0.16Yb0.03Co4Sb11.82,400,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-136.0,3.74,249091.0
Sr0.16Yb0.03Co4Sb11.82,450,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-145.0,3.63,225455.0
Sr0.16Yb0.03Co4Sb11.82,500,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-154.0,3.5,210455.0
Sr0.16Yb0.03Co4Sb11.82,550,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-161.0,3.45,196364.0
Sr0.16Yb0.03Co4Sb11.82,600,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-168.0,3.4,185455.0
Sr0.16Yb0.03Co4Sb11.82,650,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-175.0,3.4,175909.0
Sr0.16Yb0.03Co4Sb11.82,700,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-180.0,3.41,168182.0
Sr0.16Yb0.03Co4Sb11.82,750,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-184.0,3.46,160000.0
Sr0.16Yb0.03Co4Sb11.82,800,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-188.0,3.5,155909.0
Sr0.16Yb0.03Co4Sb11.82,850,719.0,1694.1464,1239.15,19.91,22.2176,21.7056,31.936,95.51,13003.81,17959.1615,39159.4515,115.2913,4.2147,301.1812,2444.7018,693.921,2780.87,-189.0,3.62,152273.0
Sr0.21Co4Sb12.25,300,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-126.0,4.87,240000.0
Sr0.21Co4Sb12.25,350,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-136.0,4.58,217727.0
Sr0.21Co4Sb12.25,400,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-147.0,4.29,195454.0
Sr0.21Co4Sb12.25,450,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-156.0,4.11,178636.0
Sr0.21Co4Sb12.25,500,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-162.0,3.92,165455.0
Sr0.21Co4Sb12.25,550,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-170.0,3.8,155000.0
Sr0.21Co4Sb12.25,600,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-176.0,3.68,146364.0
Sr0.21Co4Sb12.25,650,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-184.0,3.65,137273.0
Sr0.21Co4Sb12.25,700,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-188.0,3.62,131818.0
Sr0.21Co4Sb12.25,750,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-192.0,3.65,128182.0
Sr0.21Co4Sb12.25,800,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-193.0,3.68,125000.0
Sr0.21Co4Sb12.25,850,740.73,1745.693,1274.93,20.25,22.8324,22.3482,32.832,97.67,13371.79,18367.289,40154.189,118.0859,4.3155,309.9105,2481.205,705.088,2856.75,-193.0,3.8,122273.0
Sr0.21Yb0.03Co4Sb12.12,300,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-109.0,4.23,342273.0
Sr0.21Yb0.03Co4Sb12.12,350,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-119.0,4.08,315000.0
Sr0.21Yb0.03Co4Sb12.12,400,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-127.0,3.94,287273.0
Sr0.21Yb0.03Co4Sb12.12,450,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-136.0,3.85,260000.0
Sr0.21Yb0.03Co4Sb12.12,500,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-146.0,3.77,243182.0
Sr0.21Yb0.03Co4Sb12.12,550,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-153.0,3.72,227273.0
Sr0.21Yb0.03Co4Sb12.12,600,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-158.0,3.68,214545.0
Sr0.21Yb0.03Co4Sb12.12,650,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-163.0,3.64,204091.0
Sr0.21Yb0.03Co4Sb12.12,700,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-170.0,3.6,194091.0
Sr0.21Yb0.03Co4Sb12.12,750,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-175.0,3.64,186818.0
Sr0.21Yb0.03Co4Sb12.12,800,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-177.0,3.67,180000.0
Sr0.21Yb0.03Co4Sb12.12,850,736.2,1735.0554,1265.05,20.21,22.7261,22.2156,32.5985,97.11,13281.46,18282.514,39909.254,117.4253,4.2927,307.5572,2475.0438,702.976,2841.92,-183.0,3.7,173636.0
Yb13CaMnSb11,373,1516.0,3683.89605,1501.0,52.0,47.04,38.59,39.4,103.0,18320.0,26772.9,47545.9,173.18,5.37,338.74,2903.54,928.82,5193.0,62.0,0.79,43100.0
Yb13CaMnSb11,573,1516.0,3683.89605,1501.0,52.0,47.04,38.59,39.4,103.0,18320.0,26772.9,47545.9,173.18,5.37,338.74,2903.54,928.82,5193.0,109.0,0.9,32400.0
Yb13CaMnSb11,773,1516.0,3683.89605,1501.0,52.0,47.04,38.59,39.4,103.0,18320.0,26772.9,47545.9,173.18,5.37,338.74,2903.54,928.82,5193.0,154.0,0.88,25000.0
Yb13CaMnSb11,973,1516.0,3683.89605,1501.0,52.0,47.04,38.59,39.4,103.0,18320.0,26772.9,47545.9,173.18,5.37,338.74,2903.54,928.82,5193.0,177.0,0.83,20300.0
Yb13CaMnSb11,1163,1516.0,3683.89605,1501.0,52.0,47.04,38.59,39.4,103.0,18320.0,26772.9,47545.9,173.18,5.37,338.74,2903.54,928.82,5193.0,194.0,0.88,18482.0
Yb14MnSb11,325,1566.0,3816.85805,1533.0,55.0,47.32,38.41,39.5,104.0,18333.0,26752.9,47257.9,178.6,4.89,337.86,2879.14,763.72,5193.0,53.0,1.0,47966.0
Yb14MnSb11,525,1566.0,3816.85805,1533.0,55.0,47.32,38.41,39.5,104.0,18333.0,26752.9,47257.9,178.6,4.89,337.86,2879.14,763.72,5193.0,84.0,1.06,35500.0
Yb14MnSb11,725,1566.0,3816.85805,1533.0,55.0,47.32,38.41,39.5,104.0,18333.0,26752.9,47257.9,178.6,4.89,337.86,2879.14,763.72,5193.0,118.0,1.03,27860.0
Yb14MnSb11,925,1566.0,3816.85805,1533.0,55.0,47.32,38.41,39.5,104.0,18333.0,26752.9,47257.9,178.6,4.89,337.86,2879.14,763.72,5193.0,151.0,0.95,23069.0
Yb14MnSb11,1125,1566.0,3816.85805,1533.0,55.0,47.32,38.41,39.5,104.0,18333.0,26752.9,47257.9,178.6,4.89,337.86,2879.14,763.72,5193.0,178.0,0.94,19632.0
FeVSb,400,100.0,228.5485,186.0,5.0,4.6,3.88,5.51,18.0,2247.0,4875.45,8899.45,20.66,1.14,54.57,879.74,135.2,624.0,-210.0,8.26,104000.0
FeVSb,700,100.0,228.5485,186.0,5.0,4.6,3.88,5.51,18.0,2247.0,4875.45,8899.45,20.66,1.14,54.57,879.74,135.2,624.0,-238.0,6.3,44000.0
FeVSb,500,100.0,228.5485,186.0,5.0,4.6,3.88,5.51,18.0,2247.0,4875.45,8899.45,20.66,1.14,54.57,879.74,135.2,624.0,-232.0,7.22,72000.0
FeVSb,600,100.0,228.5485,186.0,5.0,4.6,3.88,5.51,18.0,2247.0,4875.45,8899.45,20.66,1.14,54.57,879.74,135.2,624.0,-235.0,6.5,52100.0
Ca3Co3.7Ti0.3O9,300,238.5,496.64544,1031.5,17.0,16.292,16.86,41.378,94.5,16605.7,10951.3,18780.5,38.95487,11.88,92.16131,2009.9391,976.81066,1559.0,178.0,2.3,4300.0
Ca3Co3.7Ti0.3O9,500,238.5,496.64544,1031.5,17.0,16.292,16.86,41.378,94.5,16605.7,10951.3,18780.5,38.95487,11.88,92.16131,2009.9391,976.81066,1559.0,217.0,2.17,4580.0
Ca3Co3.7Ti0.3O9,700,238.5,496.64544,1031.5,17.0,16.292,16.86,41.378,94.5,16605.7,10951.3,18780.5,38.95487,11.88,92.16131,2009.9391,976.81066,1559.0,248.0,2.01,5226.0
Ca3Co3.7Ti0.3O9,900,238.5,496.64544,1031.5,17.0,16.292,16.86,41.378,94.5,16605.7,10951.3,18780.5,38.95487,11.88,92.16131,2009.9391,976.81066,1559.0,276.0,1.89,5920.0
Ca3Co3.7Ti0.3O9,1000,238.5,496.64544,1031.5,17.0,16.292,16.86,41.378,94.5,16605.7,10951.3,18780.5,38.95487,11.88,92.16131,2009.9391,976.81066,1559.0,281.0,1.79,6050.0
Ca3Co3.8Ti0.2O9,300,239.0,497.75076,1033.0,17.0,16.268,16.85,41.412,95.0,16615.8,10934.8,18738.8,39.39087,11.87,92.23531,2005.4891,984.62066,1559.0,149.0,2.49,4967.0
Ca3Co3.8Ti0.2O9,500,239.0,497.75076,1033.0,17.0,16.268,16.85,41.412,95.0,16615.8,10934.8,18738.8,39.39087,11.87,92.23531,2005.4891,984.62066,1559.0,169.0,2.31,5305.0
Ca3Co3.8Ti0.2O9,700,239.0,497.75076,1033.0,17.0,16.268,16.85,41.412,95.0,16615.8,10934.8,18738.8,39.39087,11.87,92.23531,2005.4891,984.62066,1559.0,203.0,2.11,6054.0
Ca3Co3.8Ti0.2O9,900,239.0,497.75076,1033.0,17.0,16.268,16.85,41.412,95.0,16615.8,10934.8,18738.8,39.39087,11.87,92.23531,2005.4891,984.62066,1559.0,224.0,1.99,6472.0
Ca3Co3.8Ti0.2O9,1000,239.0,497.75076,1033.0,17.0,16.268,16.85,41.412,95.0,16615.8,10934.8,18738.8,39.39087,11.87,92.23531,2005.4891,984.62066,1559.0,239.0,1.92,6508.0
Ca3Co3.9Ti0.1O9,300,239.5,498.85608,1034.5,17.0,16.244,16.84,41.446,95.5,16625.9,10918.3,18697.1,39.82687,11.86,92.30931,2001.0391,992.43066,1559.0,131.0,2.59,5623.0
Ca3Co3.9Ti0.1O9,500,239.5,498.85608,1034.5,17.0,16.244,16.84,41.446,95.5,16625.9,10918.3,18697.1,39.82687,11.86,92.30931,2001.0391,992.43066,1559.0,149.0,2.43,5964.0
Ca3Co3.9Ti0.1O9,700,239.5,498.85608,1034.5,17.0,16.244,16.84,41.446,95.5,16625.9,10918.3,18697.1,39.82687,11.86,92.30931,2001.0391,992.43066,1559.0,178.0,2.26,6682.0
Ca3Co3.9Ti0.1O9,900,239.5,498.85608,1034.5,17.0,16.244,16.84,41.446,95.5,16625.9,10918.3,18697.1,39.82687,11.86,92.30931,2001.0391,992.43066,1559.0,206.0,2.12,7059.0
Ca3Co3.9Ti0.1O9,1000,239.5,498.85608,1034.5,17.0,16.244,16.84,41.446,95.5,16625.9,10918.3,18697.1,39.82687,11.86,92.30931,2001.0391,992.43066,1559.0,214.0,2.03,7100.0
Ca3Co4O9,300,240.0,499.9614,1036.0,17.0,16.22,16.83,41.48,96.0,16636.0,10901.8,18655.4,40.26287,11.85,92.38331,1996.5891,1000.24066,1559.0,122.0,2.87,6493.0
Ca3Co4O9,500,240.0,499.9614,1036.0,17.0,16.22,16.83,41.48,96.0,16636.0,10901.8,18655.4,40.26287,11.85,92.38331,1996.5891,1000.24066,1559.0,136.0,2.6,6826.0
Ca3Co4O9,700,240.0,499.9614,1036.0,17.0,16.22,16.83,41.48,96.0,16636.0,10901.8,18655.4,40.26287,11.85,92.38331,1996.5891,1000.24066,1559.0,169.0,2.4,7344.0
Ca3Co4O9,900,240.0,499.9614,1036.0,17.0,16.22,16.83,41.48,96.0,16636.0,10901.8,18655.4,40.26287,11.85,92.38331,1996.5891,1000.24066,1559.0,191.0,2.26,7576.0
Ca3Co4O9,1000,240.0,499.9614,1036.0,17.0,16.22,16.83,41.48,96.0,16636.0,10901.8,18655.4,40.26287,11.85,92.38331,1996.5891,1000.24066,1559.0,202.0,2.21,7500.0
Cu3Sb0.85Ge0.15S4,300,199.15,433.2895,628.1,11.0,9.188,9.576,18.064,61.85,7058.2,6563.86,13747.0,41.6445,4.2065,68.4505,1055.304,1233.716,1129.85,114.0,2.18,51194.0
Cu3Sb0.85Ge0.15S4,373,199.15,433.2895,628.1,11.0,9.188,9.576,18.064,61.85,7058.2,6563.86,13747.0,41.6445,4.2065,68.4505,1055.304,1233.716,1129.85,138.0,1.79,45664.0
Cu3Sb0.85Ge0.15S4,473,199.15,433.2895,628.1,11.0,9.188,9.576,18.064,61.85,7058.2,6563.86,13747.0,41.6445,4.2065,68.4505,1055.304,1233.716,1129.85,163.0,1.41,38100.0
Cu3Sb0.85Ge0.15S4,573,199.15,433.2895,628.1,11.0,9.188,9.576,18.064,61.85,7058.2,6563.86,13747.0,41.6445,4.2065,68.4505,1055.304,1233.716,1129.85,184.0,1.18,31350.0
Cu3Sb0.925Ge0.075S4,300,200.575,436.97575,628.55,11.0,9.194,9.588,18.067,61.925,7063.6,6540.13,13681.0,41.74725,4.19825,67.17025,1036.272,1231.046,1125.425,175.0,2.04,20200.0
Cu3Sb0.925Ge0.075S4,373,200.575,436.97575,628.55,11.0,9.194,9.588,18.067,61.925,7063.6,6540.13,13681.0,41.74725,4.19825,67.17025,1036.272,1231.046,1125.425,198.0,1.56,18700.0
Cu3Sb0.925Ge0.075S4,473,200.575,436.97575,628.55,11.0,9.194,9.588,18.067,61.925,7063.6,6540.13,13681.0,41.74725,4.19825,67.17025,1036.272,1231.046,1125.425,226.0,1.19,16180.0
Cu3Sb0.925Ge0.075S4,573,200.575,436.97575,628.55,11.0,9.194,9.588,18.067,61.925,7063.6,6540.13,13681.0,41.74725,4.19825,67.17025,1036.272,1231.046,1125.425,248.0,0.96,13638.0
Cu3Sb0.95Ge0.05S4,300,201.05,438.2045,628.7,11.0,9.196,9.592,18.068,61.95,7065.4,6532.22,13659.0,41.7815,4.1955,66.7435,1029.928,1230.156,1123.95,208.0,2.0,9368.0
Cu3Sb0.95Ge0.05S4,373,201.05,438.2045,628.7,11.0,9.196,9.592,18.068,61.95,7065.4,6532.22,13659.0,41.7815,4.1955,66.7435,1029.928,1230.156,1123.95,234.0,1.54,9200.0
Cu3Sb0.95Ge0.05S4,473,201.05,438.2045,628.7,11.0,9.196,9.592,18.068,61.95,7065.4,6532.22,13659.0,41.7815,4.1955,66.7435,1029.928,1230.156,1123.95,268.0,1.13,8355.0
Cu3Sb0.95Ge0.05S4,573,201.05,438.2045,628.7,11.0,9.196,9.592,18.068,61.95,7065.4,6532.22,13659.0,41.7815,4.1955,66.7435,1029.928,1230.156,1123.95,287.0,0.87,7333.0
Cu3Sb0.975Ge0.025S4,300,201.525,439.43325,628.85,11.0,9.198,9.596,18.069,61.975,7067.2,6524.31,13637.0,41.81575,4.19275,66.31675,1023.584,1229.266,1122.475,287.0,1.92,5000.0
Cu3Sb0.975Ge0.025S4,373,201.525,439.43325,628.85,11.0,9.198,9.596,18.069,61.975,7067.2,6524.31,13637.0,41.81575,4.19275,66.31675,1023.584,1229.266,1122.475,308.0,1.51,5210.0
Cu3Sb0.975Ge0.025S4,473,201.525,439.43325,628.85,11.0,9.198,9.596,18.069,61.975,7067.2,6524.31,13637.0,41.81575,4.19275,66.31675,1023.584,1229.266,1122.475,329.0,1.05,4950.0
Cu3Sb0.975Ge0.025S4,573,201.525,439.43325,628.85,11.0,9.198,9.596,18.069,61.975,7067.2,6524.31,13637.0,41.81575,4.19275,66.31675,1023.584,1229.266,1122.475,349.0,0.8,4348.0
Cu3Sb0.9875Ge0.0125S4,300,201.7625,440.047625,628.925,11.0,9.199,9.598,18.0695,61.9875,7068.1,6520.355,13626.0,41.832875,4.191375,66.103375,1020.412,1228.821,1121.7375,352.0,1.9,1580.0
Cu3Sb0.9875Ge0.0125S4,373,201.7625,440.047625,628.925,11.0,9.199,9.598,18.0695,61.9875,7068.1,6520.355,13626.0,41.832875,4.191375,66.103375,1020.412,1228.821,1121.7375,381.0,1.48,1922.0
Cu3Sb0.9875Ge0.0125S4,473,201.7625,440.047625,628.925,11.0,9.199,9.598,18.0695,61.9875,7068.1,6520.355,13626.0,41.832875,4.191375,66.103375,1020.412,1228.821,1121.7375,404.0,1.07,2020.0
Cu3Sb0.9875Ge0.0125S4,573,201.7625,440.047625,628.925,11.0,9.199,9.598,18.0695,61.9875,7068.1,6520.355,13626.0,41.832875,4.191375,66.103375,1020.412,1228.821,1121.7375,424.0,0.81,1891.0
Cu3Sb0.9Ge0.1S4,300,200.1,435.747,628.4,11.0,9.192,9.584,18.066,61.9,7061.8,6548.04,13703.0,41.713,4.201,67.597,1042.616,1231.936,1126.9,150.0,2.1,28400.0
Cu3Sb0.9Ge0.1S4,373,200.1,435.747,628.4,11.0,9.192,9.584,18.066,61.9,7061.8,6548.04,13703.0,41.713,4.201,67.597,1042.616,1231.936,1126.9,172.0,1.7,25800.0
